movieId,tmdbId,overview
3401,19736,"A paleontologist and her husband discover a mother and baby brontosaurus in Africa, and try to protect them from hunters who want to capture them."
3402,123047,"Two separate people, a man and a woman, find something very stirring about the sea turtles in their tank at the London Zoo. They meet and form an odd, but sympathetic camaraderie as they plan to steal two of the turtles and free them into the ocean."
3403,24575,"To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the Titanic."
3404,16535,"Unhappily married, Julia Sturges decides to go to America with her two children on the Titanic. Her husband, Richard also arranges passage on the luxury liner so as to have custody of their two children. All this fades to insignificance once the ship hits an iceberg."
3405,10971,"The sinking of the Titanic is presented in a highly realistic fashion in this tense British drama. The disaster is portrayed largely from the perspective of the ocean liner's second officer, Charles Lightoller. Despite numerous warnings about ice, the ship sails on, with Capt. Edward John Smith keeping it going at a steady clip. When the doomed vessel finally hits an iceberg, the crew and passengers discover that they lack enough lifeboats, and tragedy follows."
3406,23928,"Captain Horatio Hornblower leads his ship HMS Lydia on a perilous transatlantic voyage, during which his faithful crew battle both a Spanish warship and a ragged band of Central American rebels."
3407,31336,"Roger Closset is a man who obviously loves his family, though that doesn't always make them feel better. Dad is an obsessive type with a short fuse and a long list of curious ideas, and his wife and children must often bear the brunt of his eccentricities. Roger works as a reporter, a job he doesn't like which doesn't pay especially well, either. One day, Roger learns an area business association is sponsoring a contest for a family that can break a world record, with the grand prize being a new car. Suddenly, Roger gets a brainstorm -- if his son can open and shut a door 40,000 times in 24 hours, the car will be theirs. 15-year-old Michel, however, is not at all happy to have been drafted into this new responsibility, especially when dad builds a practice door in the backyard and finds a trainer to teach Michel how to open and close it with greatest efficiency."
3408,462,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up."
3409,9532,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one."
3410,117259,"For the first time in 15 years, all four siblings in a family show up to care for their dying mother, who is only given a couple of weeks to live. One comes from America with her two children. A divorced sister also comes with her child and sneaks off regularly to meet a mystery man who may be her ex-husband. The third & youngest daughter is an unmarried nurse aware of her ticking biological clock. The only son chases after his grumpy father who seems to not care a whit about his wife's circumstances. The four are also faced my their mother's dreams to accomplish a few things before she dies - to visit a beach she had visited in the past, to see her youngest married, and to visit Paris. She also wants to be embalmed and be honored with a 21 gun salute. Thus the whole group has to set off in the quest to fulfill their mother's wishes."
3411,78231,"A single mother determined to make it as a singer puts together an all-girl reggae group named Neeta, Sweeta, & Nastie with her friends. Living in a housing estate with little support, the odds are obviously against her. Emotionally she struggles too as she learns at her mother's death that her actual mother is the woman she had thought was her older sister. With the help of a female agent, the group starts to get some exposure and rises above their setting."
3412,2383,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.
3413,25503,"After surviving a murder attempt, an auto magnate goes into hiding so his wife can pay for the crime."
3414,53879,A widowed doctor of both Chinese and European descent falls in love with a married American correspondent in Hong Kong during China's Communist revolution.
3415,1396,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life."
3416,3009,"Josef K wakes up in the morning and finds the police in his room. They tell him that he is on trial but nobody tells him what he is accused of. In order to find out about the reason for this accusation and to protest his innocence, he tries to look behind the façade of the judicial system. But since this remains fruitless, there seems to be no chance for him to escape from this nightmare."
